528481,209,209.509293



  _____  _____   ____   _____ 
 |  __ \|  __ \ / __ \ / ____|          Powered by PROS for VEX V5
 | |__) | |__) | |  | | (___      Version:                          3.2.1
 |  ___/|  _  /| |  | |\___ \     Uptime:                       528.489 s
 | |    | | \ \| |__| |____) |    Compiled:          Sep  1 2020 16:55:19
 |_|    |_|  \_\\____/|_____/     Directory:       keGidney/Desktop/Snail


528501,210,209.516724
528521,210,209.524017
528541,210,209.531189
528561,210,209.538239
528581,210,209.545166
528601,209,209.537018
528621,210,209.543930
528641,209,209.535828
528661,211,209.557632
528681,209,209.549133
528701,210,209.556000
528721,210,209.562744
528741,210,209.569351
528761,209,209.560776
528781,209,209.552322
528801,210,209.559067
528821,211,209.580704
528841,209,209.571793
528861,209,209.563019
528881,210,209.569717
528901,210,209.576294
528921,209,209.567520
528941,210,209.574112
528961,209,209.565399
528981,210,209.571991
529001,210,209.578461
529021,210,209.584808
529041,209,209.576035
529061,210,209.582397
529081,210,209.588638
529101,209,209.579880
529121,210,209.586136
529141,210,209.592270
529161,210,209.598297
529181,209,209.589493
529201,210,209.595535
529221,209,209.586792
529241,208,209.563477
529261,210,209.570053
529281,209,209.561493
529301,209,209.553055
529321,209,209.544754
529341,210,209.551590
529361,210,209.558304
529381,210,209.564896
529401,209,209.556488
529421,209,209.548218
529441,210,209.554932
529461,209,209.546707
529481,210,209.553421
529501,209,209.545242
529521,209,209.537186
529541,209,209.529251
529561,210,209.536194
529581,210,209.543030
529601,209,209.535049
529621,210,209.541870
529641,209,209.533936
529661,210,209.540756
529681,209,209.532852
529701,210,209.539673
529721,209,209.531815
529741,209,209.524078
529761,210,209.531006
529781,210,209.537811
529801,210,209.544510
529821,209,209.536636
529841,210,209.543335
529861,210,209.549927
529881,209,209.542007
529901,210,209.548599
529921,211,209.569443
529941,210,209.575775
529961,210,209.581985
529981,210,209.588089
530001,209,209.579544
530021,209,209.571106
530041,210,209.577347
530061,209,209.568970
530081,210,209.575226
530101,209,209.566895
530121,210,209.573166
530141,211,209.593781
530161,209,209.585007
530181,210,209.591141
530201,210,209.597168
530221,210,209.603073
530241,210,209.608871
530261,209,209.600006
530281,210,209.605835
530301,209,209.597046
530321,209,209.588364
530341,210,209.594360
530361,211,209.614746
530381,209,209.605637
530401,209,209.596649
530421,210,209.602646
530441,209,209.593735
530461,210,209.599747
530481,209,209.590897
530501,211,209.611694
530521,209,209.602463
530541,210,209.608459
530561,209,209.599319
530581,209,209.590302
530601,210,209.596466
530621,209,209.587524
530641,210,209.593704
530661,210,209.599777
530681,209,209.590851
530701,210,209.596939
530721,209,209.588089
530741,210,209.594208
530761,209,209.585419
530781,209,209.576752
530801,209,209.568207
530821,209,209.559799
530841,209,209.551514
530861,210,209.558151
530881,210,209.564682
530901,209,209.556366
530921,210,209.562897
530941,210,209.569305
530961,210,209.575607
530981,210,209.581802
531001,210,209.587875
531021,210,209.593842
531041,211,209.614136
531061,210,209.619827
531081,209,209.610733
531101,211,209.631165
531121,210,209.636703
531141,210,209.642136
531161,212,209.677185
531181,210,209.682205
531201,209,209.671677
531221,209,209.661285
531241,210,209.666534
531261,209,209.656265
531281,211,209.677017
531301,210,209.682098
531321,209,209.671432
531341,210,209.676575
531361,209,209.666046
531381,209,209.655655
531401,210,209.661041
531421,210,209.666306
531441,210,209.671448
531461,209,209.661163
531481,209,209.651016
531501,209,209.641006
