3242,-107.500000,0
3262,-31.353790,0
3282,-9.748657,0
3302,-9.891296,0
3322,-9.930817,0
3342,-8.346069,0
3362,-8.500610,0
3382,-7.822052,0
3402,-7.678299,0
3422,-8.030304,0
3442,-8.164780,0
3462,-8.268799,0
3482,-8.125504,0
3502,-8.007828,0
3522,-8.007065,0
3542,-7.563324,0
3562,-7.055481,0
3582,-6.480927,0
3602,-5.837601,0
3622,-5.020309,0
3642,-4.234329,0
3662,-3.502899,0
3682,-2.720215,0
3702,-2.136078,0
3722,-1.507980,0
3742,-0.957703,0
3762,-0.481613,0
3782,-0.190323,0
3802,0.164520,0
3822,0.577576,0
3842,0.940735,0
3862,1.154434,0
3882,1.533890,0
3902,1.775864,0
3922,1.891754,0
3942,1.901398,0
3962,2.155457,0
3982,2.142776,0
4002,2.207642,0
4022,2.336411,0
4042,2.452866,0
4062,2.558273,0
4082,2.587540,0
4102,2.676254,0
4122,2.818436,0
4142,2.890533,0
4162,2.837799,0
4182,2.847076,0
4202,2.855377,0
4222,2.862854,0
4242,2.918945,0
4262,2.971237,0
4282,3.020004,0
4302,3.019073,0
4322,3.062622,0
4342,3.059891,0
4362,3.099213,0
4382,3.136246,0
4402,3.211533,0
4422,3.243607,0
4442,3.313644,0
4462,3.381226,0
4482,3.406097,0
4502,3.429413,0
4522,3.451294,0
4542,3.471848,0
4562,3.491196,0
4582,3.509415,0
4602,3.526596,0
4622,3.645630,0
4642,3.658417,0
4662,3.740723,0
4682,3.750061,0
4702,3.793793,0
4722,3.905655,0
4742,3.909103,0
4762,3.947601,0
4782,3.949432,0
4802,3.951141,0
4822,4.051254,0
4842,4.083786,0
4862,4.080948,0
4882,4.078278,0
4902,4.043839,0
4922,4.042450,0
4942,4.041138,0
4962,4.039902,0
4982,4.038742,0
5002,4.037643,0
5022,4.036606,0
5042,4.062485,0
5062,4.087631,0
5082,4.085281,0
5102,4.109177,0
5122,4.106339,0
5142,4.103638,0
5162,4.101059,0
5182,4.074234,0
5202,3.999023,0
5222,3.947479,0
5242,3.895981,0
5262,3.871735,0
5282,3.821274,0
5302,3.881256,0
5322,3.941223,0
5342,3.913895,0
5362,3.858582,0
5382,3.803787,0
5402,3.749649,0
5422,3.696289,0
5442,3.581940,0
5462,3.497070,0
5482,3.378387,0
5502,3.257523,0
5522,3.135254,0
5542,3.012360,0
5562,2.848877,0
5582,2.725937,0
5602,2.649353,0
5622,2.576187,0
5642,2.417908,0
5662,2.306107,0
5682,2.197922,0
5702,2.093674,0
5722,2.041382,0
5742,1.945648,0
5762,1.853958,0
5782,1.766403,0
5802,1.682999,0
5822,1.650818,0
5842,1.575241,0
5862,1.503387,0
5882,1.435181,0
5902,1.325439,0
5922,1.264740,0
5942,1.207489,0
5962,1.153519,0
5982,1.102646,0
6002,1.054703,0
6022,1.052353,0
6042,1.009064,0
6062,0.968109,0
6082,0.929382,0
6102,0.892746,0
6122,0.858078,0
6142,0.939972,0
6162,0.942307,0
6182,0.907013,0
6202,0.910446,0
6222,0.913651,0
6242,0.916641,0
6262,0.919434,0
6282,0.922058,0
6302,0.924515,0
6322,0.896194,0
6342,0.868927,0
6362,0.842667,0
6382,0.847382,0
6402,0.851837,0
6422,0.827545,0
6442,0.832428,0
6462,0.837067,0
6482,0.841476,0
6502,0.845673,0
6522,0.797913,0
6542,0.776825,0
6562,0.756409,0
6582,0.684387,0
6602,0.692993,0
6622,0.674438,0
6642,0.629990,0
6662,0.639969,0
